,城市,价格,出游人数,评论数,详细出游人数,满意度,来回交通工具,行程天数,住宿类型,行程内交通时长,目的地,编号
2483,广州,632,502,45人, , ,汽车/汽车, , , , ,210527717
2484,广州,675,1759,179人,818,92, ,共6个, , , ,210329911
2485,广州,304,4059,415人, , , , , , , ,210639629
2486,广州,221,256,39人,2762,91,汽车/汽车, , , , ,210668634
2487,广州,211,540,65人, , , , , , , ,210729421
2488,广州,2759,1234,143人,2,100, , , , , ,210487217
2489,广州, , , , , , , , , , ,210106809
2490,广州,3547,8,1人,1054,97, , ,3晚高档型, , ,210765028
2491,广州,767,152,6人, , , , , , , ,300620862
2492,广州,305,385,34人,647,94, ,共5个,2晚豪华型, , ,210578896
2493,广州,144,146,21人, , ,飞机/飞机, , , , ,210527712
2494,广州,479,224,11人,8547,89,汽车/汽车, , , , ,210329895
2495,广州,842,411,21人, , , ,共4个, , , ,210547526
2496,广州,4386,645,67人,214,100, , , , , ,210487213
2497,广州,2008,327,22人, , , ,共4个, ,约1小时（行程内）,广州,210429339
2498,广州,432,1589,189人,13,100, , , , , ,320008127
2499,广州,2138,127,19人, , ,汽车/汽车, , , , ,210601079
2500,广州,3348,77,6人,2861,88, , , , , ,210110652
2501,广州,616,85,5人, , , , , , , ,210606717
2502,广州,713,130,21人,10160,89,"
                                
                                    牛人专线独家发团，本产品为牛人专线的独家发团产品，只接受牛人专线客人参团。
                                
                            ", , , , ,210636783
2503,广州,3636,30,8人, , , , , , , ,210783502
2504,广州,240,115,15人,9900,89, , ,4晚豪华型, , ,210567641
2505,广州,2138,64,3人, , ,汽车/汽车, , ,共2次,广州,210929134
2506,广州,494,176,11人,5459,95, , ,3晚高档型, , ,210216984
2507,广州,402,268,10人, , , , , , , ,210563842
2508,广州,489,3758,379人,4059,88,汽车/汽车, , , , ,210846131
2509,广州,1413,72,4人, , , ,共8个, , , ,210782730
2510,广州,491,55,10人,1334,96, , , , , ,210120333
2511,广州,3258,35,2人, , , ,共5个, , , ,210562281
2512,广州,2899,60,4人,5673,96, , ,2晚豪华型, , ,210670290
2513,广州,196,355,34人, , ,汽车/汽车, , , , ,210571066
2514,广州,799,48,3人,816,95, , , , , ,210547527
2515,广州,458,25,2人, , , , , , , ,210768591
2516,广州,1158,211,19人,4,100, , , , , ,210590435
2517,广州,2247,864,117人,35,100, ,共4个, , , ,210642575
2518,广州,424, , , , , , , , , ,210655938
2519,广州, , , , , , ,共7个, , , ,210018463
2520,广州,1089,3538,270人, , , , , , , ,210120320
2521,广州,856,1.6万,851人,1054,97, , , , , ,210107832
2522,广州,304,27,1人, , , , , , , ,210601065
2523,广州,370,26,1人,8547,89, , , , , ,210791938
2524,广州,240,11,1人, , , , , , , ,210923856
2525,广州,3179,26,3人,647,94, , ,3晚豪华型, , ,210667197
2526,广州,1062,33,5人, , , , ,"2晚高档型,2晚豪华型",共2次,珠海,210217368
2527,广州,2868,38,2人,9900,89,飞机/飞机, , , , ,210844178
2528,广州,4209,26,71人, , , , , , , ,210829817
2529,广州,112,575,2人,10160,89, , , ,共1次,广州,210780395
2530,广州,355,40,4人, , ,飞机/飞机, , , , ,210583480
2531,广州,408,43,2人,2861,88,飞机/飞机,共4个, , , ,210924089
2532,广州,2729,18,1人, , , ,共6个, , , ,210768357
2533,广州,2125,40,37人,5459,95, , , ,约7小时40分钟（行程内）,广州,210603325
2534,广州,360,371,42人, , , , ,3晚高档型, , ,210250898
2535,广州,954,813,149人,35,100, , , , , ,210618415
2536,广州,1467,1579,67人,816,95,飞机/飞机, , , , ,210654559
2537,广州,2169,631,1人, , ,汽车/汽车, , , , ,210338224
2538,广州,489,30,235人, , , , , , , ,210842030
2539,广州,1068,3351,19人,1334,96, , , , , ,210605039
2540,广州,543,255,131人, , , ,共9个, , , ,210777289
2541,广州,399,1528,469人,4059,88, , , , , ,210677125
2542,广州,488,3287,262人, , , , , , , ,210015245
2543,广州,556,2231,428人,5673,96, , , , , ,210020502
2544,广州,382,3033,471人, , ,汽车/汽车, , , , ,210020869
2545,广州,510,3278,38人,8839,89, , , , , ,210094011
2546,广州,486,524,27人, , , , , , , ,210559656
2547,广州,479,467,26人,4,100, , , , , ,210017763
2548,广州,270,382,137人, , , , , , , ,210073418
2549,广州,1089,1413, , , , , , , , ,210128606
2550,广州,3745,3,1人, , , , , , , ,210776404
2551,广州,514,1131,147人,127,99, , , , , ,210098635
2552,广州,312,1603,139人, , ,飞机/飞机, , , , ,210109502
2553,广州,1999,91,8人,1589,95,飞机/飞机, , , , ,210627726
2554,广州,353,3622,410人, , , , , , , ,210028689
2555,广州,586,938,132人,327,88, ,共6个, , , ,210014647
2556,广州,3528,434,49人, , , , , , , ,210554023
2557,广州,513,121,5人,85,100, , ,"2晚高档型,2晚豪华型", , ,210661982
2558,广州,711,85,6人, , ,汽车/汽车, , , , ,210129255
2559,广州,468,164,16人,30,100, , , , , ,210519150
2560,广州,608,229,17人, , , , ,4晚高档型, , ,210543948
2561,广州,2968,5,1人,3758,93,汽车/汽车, , ,共2次,广州,210629375
2562,广州,730,1952,289人, , , , , , , ,210759873
2563,广州,499,435,60人,115,100, , , , , ,210014173
2564,广州,510,709,82人, , ,汽车/汽车,共6个, , , ,210112913
2565,广州,511,835,54人,72,92, , , , , ,210502303
2566,广州,349,1591,165人, , , , , , , ,210572439
2567,广州,474,455,83人,268,82, ,共6个, , , ,210016691
2568,广州,510,482,83人, , , , , , , ,210043331
2569,广州,179,73,3人,64,100,汽车/汽车, , , , ,210029212
2570,广州,615,187,15人, , , , , , , ,210528477
2571,广州,1579,41,3人,176,84, , , , , ,210676478
2572,广州,420,37,3人, , ,汽车/汽车, , , , ,210464229
2573,广州,886,296,49人,60,92, , , , , ,210060362
2574,广州,165,57,5人, , , , , , , ,210517553
2575,广州,392,38,2人,130,98,汽车/汽车, , , , ,210528476
2576,广州,597,67,7人,35,100, , , , , ,210543337
2577,广州,667,103,3人, , , , , , , ,210675744
2578,广州,399,101,8人,55,99,飞机/飞机, , , , ,210579258
2579,广州,314,16,2人, , , , , , , ,210928663
2580,广州,652,367,53人, , ,汽车/汽车, , , , ,210152487
2581,广州,446,324,22人,127,99, , , , , ,210355804
2582,广州,247,15,2人, , , , , , , ,210669845
2583,广州,475,35,1人,85,100,汽车/汽车, , , , ,210670965
2584,广州,195,19,2人, , , , , , , ,210906616
2585,广州,648,27,1人,30,100, , , , , ,210934421
2586,广州,767,27,1人, , ,汽车/汽车, , , , ,210633143
2587,广州,555,23,1人,130,98, , , , , ,210528470
2588,广州,792,95,5人,115,100, , , , , ,210806397
2589,广州,2559,105,1人, , , , , , , ,210976005
2590,广州,282,5,3人,176,84, , , , , ,320002182
2591,广州,315,19,1人, , ,自行安排/自行安排, , , , ,210743984
2592,广州,606,261,12人,64,100,飞机/飞机, , , , ,210682481
2593,广州,543,175,15人, , , , , , , ,210833997
2594,广州,1024,31,2人,268,82, , , , , ,210631112
2595,广州,511,110,17人, , , , , , , ,210320043
2596,广州,392,357,35人,72,92, , , , , ,210016317
2597,广州,511,171,10人, , ,飞机/飞机, , , , ,210429794
2598,广州,380,10,1人,3758,93, , , , , ,210669402
2599,广州,271,9,1人, , , , , , , ,210810294
2600,广州,324,7,1人,55,99,汽车/汽车, , , , ,210987708
2601,广州,702,27,1人, , , , , , , ,210855092
2602,广州,402,6,1人,60,92, , , , , ,210678383
2603,广州,479,6,1人, , , , , ,共2次,桂林,210920386
2604,广州,2665,45,7人,355,89, , ,4晚高档型,共2次,广州,210644209
2605,广州,3096,16,4人, , ,汽车/汽车, ,2晚高档型,共1次,广州,210541499
2606,广州,2579,22,3人,35,100, , ,"1晚高档型,3晚豪华型", , ,210649452
2607,广州,434,144,12人, , , , , , , ,300417695
2608,广州,424,115,9人,211,87,飞机/飞机, , , , ,210629448
2609,广州, , , , , , , , , , ,210285417
2610,广州,468,151,7人, , , , , , , ,210347573
2611,广州,1008,107,19人,40,100,汽车/汽车,共15个, , , ,210072007
2612,广州,58,72,11人, , , ,共13个, , , ,210785878
2613,广州,936,5,1人,3351,97, ,共3个, , , ,210980699
2614,广州,238,56,7人, , ,汽车/汽车, , , , ,210071445
2615,广州,856,4,1人,18,100, , , , , ,210976195
2616,广州,562,27,4人,371,86, , , , , ,210578894
2617,广州,136,91,10人, , ,汽车/汽车, , , , ,210431090
2618,广州,521,74,7人,631,93, , , , , ,210562169
2619,广州,748,144,12人, , , , , , , ,300471300
2620,广州,993,82,10人,30,80,汽车/汽车, , , , ,300466012
2621,广州,415,105,10人, , , , , , , ,300469249
2622,广州,2298,4,13人,3287,94, , , , , ,210750754
2623,广州,93,136,6人, , ,飞机/飞机, , , , ,300522073
2624,广州,770,66,5人,255,98, , , , , ,300511982
2625,广州,94,40,10人, , , , , , , ,300480638
2626,广州,2647,52,4人,524,88, , , , , ,210638266
2627,广州,3075,18,1人, , , , , , , ,210655077
2628,广州,1012,11,1人,1528,90,飞机/飞机, , ,共3次,珠海,210945935
2629,广州,424,14,1人, , , , , , , ,210424618
2630,广州,711,42,3人,3033,92, , , , , ,210458054
2631,广州,835,28,2人, , ,飞机/飞机, , , , ,300479720
2632,广州,495,41,2人,2231,90, , , , , ,300482825
2633,广州,82,5,3人, , , , , , , ,210785879
2634,广州,499,23,9人,1413,89,汽车/汽车, ,3晚高档型, , ,300481163
2635,广州,3823,16,13人, , , , , , , ,210778283
2636,广州,3175,12,2人,3278,91, , , , , ,210939328
2637,广州,50,71, , , ,汽车/汽车, , , , ,300484178
2638,广州,892,45, ,467,90, , , , , ,300466197
2639,广州,399,24, , , , , , , , ,300444635
2640,广州,660,105,14人,813,96, , , , , ,300506302
2641,广州,193,73,3人, , ,汽车/汽车, , , , ,210561808
2642,广州,64,12,3人,30,80, , , , , ,210436751
2643,广州,30,33,3人, , , , , , , ,300336285
2644,广州,203,5,1人,631,93,汽车/汽车, , , , ,210935248
2645,广州,490,42,2人, , ,汽车/汽车, , , , ,300336679
2646,广州,2647,36,5人,3351,97, , ,4晚豪华型,共2次,广州,210674592
2647,广州,2750,5,17人, , , , , , , ,320000109
2648,广州,3406,155,5人,1528,90, , , , , ,210767003
2649,广州,633,142,2人, , , , , , , ,300480280
2650,广州,1599,13,1人,255,98,飞机/飞机, , , , ,300511989
2651,广州,842,30,1人, , , , , , , ,300512330
2652,广州,786,30,2人,3287,94, , , , , ,300506619
2653,广州,488,12,2人, , ,飞机/飞机, , , , ,300522434
2654,广州,533,11,2人,2231,90, ,共8个, , , ,300619477
2655,广州,220,10,2人, , , , , , , ,300551583
2656,广州,759,10,23人,524,88, , , , , ,300617047
2657,广州,535,293,2人, , , , , , , ,300618743
2658,广州,231,29,2人,3033,92, , , , , ,210643205
2659,广州,792,9,2人, , , , , , , ,210676513
2660,广州,880,8,2人,3278,91,汽车/汽车, , , , ,300519884
2661,广州,335,8,1人, , , , , , , ,300611505
2662,广州,799,17,3人,467,90, , , , , ,300479721
2663,广州,389,4,1人, , ,汽车/汽车, , , , ,300521110
2664,广州,1580,15,2人,382,90, , , , , ,300623788
2665,广州,427,26,1人, , , , , , , ,300584313
2666,广州,565,13,1人,1413,89,汽车/汽车, , , , ,300578883
2667,广州,578,2,1人, , , , , , , ,300618761
2668,广州,632,12, ,1131,93, , , , , ,210993603
2669,广州,1225, , , , ,汽车/汽车, , , , ,300565379
2670,广州,2787,31,4人, , , , ,5晚豪华型,共3次,广州,210643149
2671,广州,2715,36,4人,73,98,汽车/汽车, , , , ,210998954
2672,广州,388,30,1人, , , , , , , ,210868432
2673,广州,92,129,9人,1591,92, , , , , ,300340834
2674,广州,720,25,2人, , ,汽车/汽车, , , , ,300506453
2675,广州,1192,7,1人,187,82, , , , , ,300464157
2676,广州,758,24,2人, , , , , , , ,300519778
2677,广州,505,6,1人,482,91, , , , , ,210627947
2678,广州,828,5,1人, , , ,共8个, , , ,300619075
2679,广州,568,5,1人,37,100,飞机/飞机, , , , ,300626618
2680,广州,868,5,1人, , , , , , , ,300623839
2681,广州,502,5,1人,38,100, , , , , ,300611653
2682,广州,490,11,1人, , ,汽车/汽车, , , , ,300581619
2683,广州,342,9,2人,41,100, , , , , ,210946406
2684,广州,998,12,9人, , , , , , , ,210946402
2685,广州,3097,13,1人,103,89,汽车/汽车, , , , ,320004992
2686,广州,2028,12,1人, , , , , , , ,320008203
2687,广州,2284,3,2人,296,93, , , , , ,210997116
2688,广州,2947,3,1人, , , , , , , ,210909856
2689,广州,2012,30,6人,101,83, , , , , ,210940817
2690,广州,618,7,1人, , ,飞机/飞机, , , , ,300344810
2691,广州,413,14,4人,67,86, , , , , ,210883724
2692,广州,288,21, , , , , , , , ,300605032
2693,广州,642,25, ,57,91,汽车/汽车, , , , ,300625526
2694,广州,1140, , , , , , , , , ,300616707
2695,广州,238, , ,16,50, , , , , ,210875996
2696,广州,376, , , , ,汽车/汽车, , , , ,300344705
2697,广州,288, , ,3,100, , , , , ,300605003
2698,广州,512, , , , , , , , , ,210851686
2699,广州,608, , ,1131,93,汽车/汽车, , , , ,300500114
2700,广州,129,6,1人,455,93, , , , , ,210589433
2701,广州,357,5,1人, , , , , , , ,320003677
2702,广州,611,4,1人,187,82,汽车/汽车, , , , ,320001256
2703,广州,3059,4,1人, , , , , , , ,210778282
2704,广州,772,4,1人,73,98, , , , , ,300610998
2705,广州,750,3,8人, , , , ,共1次, , ,300344735
2706,广州,288,9, ,41,100, , , , , ,300524542
2707,广州,511,12, , , , , , , , ,300626193
2708,广州,675,23, ,482,91, , , , , ,300626345
2709,广州,420,2, , , ,飞机/飞机, , , , ,300626466
2710,广州,288, , ,37,100,汽车/汽车, , , , ,300605047
2711,广州,192, , , , , , , , , ,320003676
2712,广州,499, , ,38,100, , , , , ,320008501
2713,广州,479, , , , , ,共6个, , , ,320008697
2714,广州,169, , ,296,93, , , , , ,320001990
2715,广州,262, , , , ,汽车/汽车, , , , ,320006526
2716,广州,292, , ,57,91, , , , , ,210990341
2717,广州,892, , , , , , , , , ,210997039
2718,广州,479, , ,67,86,汽车/汽车, , , , ,320008696
2719,广州,785, , , , , , , , , ,210992699
2720,广州,368, , ,103,89, , , , , ,320008136
2721,广州,863, , , , ,汽车/汽车, , , , ,320008500
2722,广州,192, , ,101,83, , , , , ,320003680
2723,广州,957, , , , , , , , , ,320003933
2724,广州,198, , ,16,50, , , , , ,320003332
2725,广州,314, , , , , , , , , ,320003333
2726,广州,357, , ,367,93,汽车/汽车, , , , ,320003675
2727,广州,957, , , , , , , , , ,320003934
2728,广州,349, , ,324,94, , , , , ,320004875
2729,广州,358, , , , ,汽车/汽车, , , , ,320008689
2730,广州,402,1,3人,7,100, , , , , ,320001270
2731,广州,349,6,119人, , ,飞机/飞机, , , , ,320004871
2732,广州,957,933,3人,171,94,自行安排/自行安排, , , , ,320003935
2733,广州,198,5,2人, , , , , , , ,320003336
2734,广州,963,129,2人,10,100, , , , , ,210948582
2735,广州,198,4,8人, , ,汽车/汽车, , , , ,320003335
2736,广州,198,4,8人,9,100, , , , , ,320003338
2737,广州,2966,4,5人, , , , , , , ,320001833
2738,广州,258,294,1人,27,92,飞机/飞机, , , , ,300605055
2739,广州,2862,236,28人, , ,汽车/汽车, , , , ,210202524
2740,广州,680,408,1人,6,100, , , , , ,300608854
2741,广州,288,2,18人, , , , ,3晚豪华型, , ,300524555
2742,广州,947,321,2人,6,100,汽车/汽车, , , , ,210983057
2743,广州,435,6,13人, , , , , , , ,210993602
2744,广州,580,210,6人,45,92, , , , , ,300605059
2745,广州,780,3,1人,22,100, , , , , ,300608847
2746,广州,1099,3, ,16,100, , , , , ,210571159
2747,广州,2699,50, ,144,91,飞机/飞机, , , , ,210571141
2748,广州,899,48, , , ,汽车/汽车, , , , ,210762362
2749,广州,880,2, , , , ,共4个, , , ,300605017
2750,广州,1646, , ,115,95, , , , , ,210419005
2751,广州,838, , , , , , , , , ,300619961
2752,广州,805, , ,367,93, , , , , ,300604991
2753,广州,2274, , , , , , , , , ,210418331
2754,广州,2099, , ,324,94, , , , , ,320000410
2755,广州,1206, , , , ,汽车/汽车, ,2晚豪华型, , ,300584773
2756,广州,539, , ,35,100, , , , , ,300619347
2757,广州,50, , ,15, , , , , , ,300459215
2758,广州,1160, , , ,100, , , , , ,300326935
2759,广州,1888, , , , , , , , , ,300581466
2760,广州,5300,26,5人,7,100,汽车/汽车, , , , ,210984986
2761,广州,399,6,1人, , , , , , , ,300619184
2762,广州,1817,2,6人,6,100, ,共4个, , , ,210964987
2763,广州,3635,2,1人, , ,飞机/飞机, , , , ,210996600
2764,广州,1717,11,2人,6,100, , , , , ,210761279
2765,广州,690,6,2人, , , , , , , ,210988325
2766,广州,4016,159,2人,9,100,汽车/汽车, , , , ,210996606
2767,广州,3600,57,1人, , , , , , , ,210597125
2768,广州,1599,23,2人,16,100, , , , , ,210571846
2769,广州,58,31,2人,45,92, ,共3个, , , ,300620069
2770,广州,647,29,2人,22,100, , , , , ,300320678
2771,广州,314,19,2人,144,91,汽车/汽车, , , , ,210540538
2772,广州,299,26,2人, , , , , , , ,210944187
2773,广州,818,25,2人,115,95, , , , , ,300312557
2774,广州,2078,19, , , ,汽车/汽车, , , , ,210830458
2775,广州,282,21, ,10,100, , , , , ,210810105
2776,广州,508,20, , , , , , , , ,300620751
2777,广州,149,33, , , , , , , , ,210640939
2778,广州,438,14, ,151,95, , , , , ,210907312
2779,广州,1467,18, , , , , , , , ,210776357
2780,广州,1108,13, ,107,88, , , , , ,300320727
2781,广州,479,11, , , , , , , , ,210775187
2782,广州,778,15, ,5,100, , , , , ,300312827
2783,广州,325,4, , , ,自行安排/自行安排, , , , ,300622738
2784,广州,188,10, ,72,100, , , , , ,210639027
2785,广州,490,14, , , , , , , , ,300625537
2786,广州,1618,7, ,4,100, , , , , ,300327051
2787,广州,511,8, , , , , , , , ,210669325
2788,广州,1425, , ,56,72,飞机/飞机, , , , ,300626391
2789,广州,424, , , , ,汽车/汽车, , , , ,210910842
2790,广州,615,8,2人, , , , , , , ,320006229
2791,广州,816,8,1人, , , , , , , ,210929699
2792,广州,496,7,1人,151,95, , , , , ,210641404
2793,广州,486,5,1人, , ,汽车/汽车, , , , ,320001853
2794,广州,396,11,1人,107,88, , , , , ,320001985
2795,广州,801,6,1人, , , ,共4个, , , ,320008088
2796,广州,3158,10,2人,72,100, , , , , ,210777349
2797,广州,111,10, , , , , , , , ,300334339
2798,广州,413,7, ,5,100, , , , , ,210936904
2799,广州,649,9, , , , , , , , ,300337456
2800,广州,1710,5, ,56,72,汽车/汽车, , , , ,210684128
2801,广州,697,2, , , , , , , , ,210910005
2802,广州,1736,7, ,4,100, , , , , ,210970303
2803,广州,1801,17, , , ,自行安排/自行安排, , , , ,210809671
2804,广州,3445, , ,27,79, , , , , ,210907201
2805,广州,3402, , , , , , , , , ,320005356
2806,广州,2138, , ,91,95,飞机/飞机, ,约1小时（行程内）, , ,210545752
2807,广州,2710, , , , , , , , , ,320007842
2808,广州,2169, , ,74,94, , , , , ,320006519
2809,广州,2140, , , , ,汽车/汽车, ,1晚豪华型, , ,320008234
2810,广州,3400, , , , , , , , , ,210995691
2811,广州,4342, , , , , , ,1晚豪华型, , ,320006635
2812,广州,3436, , , , ,汽车/汽车, , , , ,210995694
2813,广州,4342, , , , , , , , , ,210995698
2814,广州,2649, , , , , , , , , ,210995690
2815,广州,5185, , ,52,97,汽车/汽车, , , , ,210995687
2816,广州,3882, , , , , ,共6个, , , ,210947173
2817,广州,3912, , , , , , , , , ,210978481
2818,广州,1188, , ,11,100,汽车/汽车, , , , ,300312604
2819,广州,2744, , , , , ,共2个, ,共2次,珠海,210668407
2820,广州,299,4,2人, , ,汽车/汽车, , , , ,210944047
2821,广州,380,4,1人, , , , , , , ,210811886
2822,广州,2129,4,2人, , , ,共2个, , , ,320006340
2823,广州,173,5,1人, , , , , , , ,210964539
2824,广州,347,3,1人, , , , , , , ,210811259
2825,广州,162,3,1人, , ,汽车/汽车,共2个, , , ,210799646
2826,广州,440,36, , , , , , , , ,300562610
2827,广州,399,17, ,29,50, , , , , ,210756997
2828,广州,456,2, , , , , , , , ,210991012
2829,广州,183,2, , , , , , , , ,210922070
2830,广州,766,2, , , ,汽车/汽车, , , , ,320008007
2831,广州,1130,3, , , , , , , , ,300337449
2832,广州,413,2, , , , , , , , ,210810275
2833,广州,380,2, , , , , ,3晚豪华型, , ,210909897
2834,广州,148,2, , , , , , , , ,210627250
2835,广州,326,2, , , , , , , , ,320003351
2836,广州,1218,17, , , , , , , , ,300312917
2837,广州,688,2, , , ,汽车/汽车, , , , ,300312666
2838,广州,2919,2, , , , , , , , ,210974879
2839,广州,605,3, ,2,67, , , , , ,210986271
2840,广州,1129,5, , , ,汽车/汽车, , , , ,300320665
2841,广州,364, , , , , , , , , ,210463671
2842,广州,380, , ,73,47, , , , , ,210750752
2843,广州,653, , , , , ,共4个, , , ,210750681
2844,广州,250, , ,12,89, , , , , ,210935068
2845,广州,217, , , , , , , , , ,210810270
2846,广州,468, , , , , , , , , ,210810278
2847,广州,468, , ,5,100, , , , , ,210585262
2848,广州,420, , , , , , , , , ,210683230
2849,广州,325, , , , ,自行安排/自行安排, , , , ,210991145
2850,广州,588,1, ,36,72, , , , , ,210791773
2851,广州,408,1, , , , , , , , ,320008584
2852,广州,320,2, , , ,汽车/汽车, , , , ,320008460
2853,广州,10900,1, , , , , , , , ,320008131
2854,广州,298, , , , , , , , , ,320008585
2855,广州,1512, , , , ,汽车/汽车, ,2晚豪华型, , ,210991016
2856,广州,144, , , , , , , , , ,320004263
2857,广州,1095, , , , , , , , , ,320007660
2858,广州,1892, , , , ,汽车/汽车, , , , ,320008350
2859,广州,423, , , , , , , , , ,320007863
2860,广州,545, , , , , , , , , ,320008074
2861,广州,851, , , , ,汽车/汽车, , , , ,320006916
2862,广州,961, , , , , , , , , ,320007516
2863,广州,489, , , , , , , , , ,320007864
2864,广州,292, , , , , , , , , ,320007860
2865,广州,951, , , , , ,共4个, , , ,320007661
2866,广州,1106, , , , ,汽车/汽车, , , , ,320007515
2867,广州,399, , , , , , , , , ,210972206
2868,广州,1003, , , , , , , , , ,210964812
2869,广州,560, , , , ,汽车/汽车, , , , ,320008008
2870,广州,376, , , , , , , , , ,320008335
2871,广州,497, , , , , , , , , ,320007862
2872,广州,299, , , , ,汽车/汽车, , , , ,320008075
2873,广州,99, , , , , , , , , ,320005381
2874,广州,1286, , , , , , , , , ,210972209
2875,广州,217, , , , , , , , , ,210925171
2876,广州,468, , , , , , , , , ,210925181
2877,广州,249, , ,31,92,汽车/汽车, , , , ,320007865
2878,广州,114, , , , , , , , , ,210964680
2879,广州,411, , ,36,72, , , , , ,210870015
2880,广州,496,1,6人, , , , , , , ,320003701
2881,广州,136,25, , , , , , , , ,320004264
2882,广州,795,16, , , , , , , , ,210973152
2883,广州,228,7, ,4,100, , , , , ,300623299
2884,广州,99,4, , , , , , , , ,320004797
2885,广州,129,2, , , , , , , , ,320006561
2886,广州,1150,2, , , , , , , , ,210964819
2887,广州,2737,6, , , ,汽车/汽车, , , , ,320007042
2888,广州,1034,26, , , , , , , , ,320008194
2889,广州,456,16, , , , , , , , ,210772569
2890,广州,582,15, , , ,汽车/汽车, , , , ,210423183
2891,广州,4849,15, , , , , , , , ,210996620
2892,广州,2750, , , , , , , , , ,210728115
2893,广州,9380, , , , , , , , , ,210992443
2894,广州,2666, , , , , , , , , ,210976793
2895,广州,3770, , , , ,汽车/汽车, , , , ,320008000
2896,广州,2319, , , , , , , , , ,320007216
2897,广州,4499, , , , , , , , , ,320001776
2898,广州,695, , , , , , , , , ,210810160
2899,广州,552, , , , , , , , , ,320001099
2900,广州,521, , , , ,汽车/汽车, , , , ,210772581
2901,广州,1399, , , , , , , , , ,320001972
2902,广州,2880, , , , , , , , , ,300625786
2903,广州,1568, , , , ,汽车/汽车, , , , ,210584664
2904,广州,1989, , , , , , , , , ,320001614
2905,广州,613, , , , , , , , , ,210964736
2906,广州,436, , , , ,汽车/汽车, , , , ,210944120
2907,广州,388, , , , , , , , , ,300620242
2908,广州,470, , , , , , , , , ,300484205
2909,广州,819, , , , , , , , , ,300522236
2910,广州,973,15, , , , , , , , ,300509822
2911,广州,483,14, , , , , , , , ,300620771
2912,广州,525,14, , , , , , , , ,300466205
2913,广州,490,12, , , , , , , , ,300559781
2914,广州,2199,7, , , ,汽车/汽车, , , , ,210995578
2915,广州,2098,8, , , , , , , , ,210842806
2916,广州,692,9, , , , , , , , ,300470903
2917,广州,590,8, , , , , , , , ,300623796
2918,广州,1599,8, , , , , , , , ,300440453
2919,广州,1160,8, ,933,96,汽车/汽车, , , , ,300621276
2920,广州,300,21, , , , , ,2晚高档型, , ,300621252
2921,广州,698,6, , , , , , , , ,300622381
2922,广州,399,6, , , , , , , , ,300623869
2923,广州,888,5, , , , , , , , ,300481627
2924,广州,358,5, , , ,汽车/汽车, , , , ,300617273
2925,广州,932,4, , , , , , , , ,300618801
2926,广州,546,4, , , , , , , , ,300554265
2927,广州,1589,12, ,294,100, , , , , ,210739197
2928,广州,3999,10, , , , , , , , ,320006931
2929,广州,4349,9, ,236,99,汽车/汽车, , , , ,320006929
2930,广州,3559,3, , , , ,共5个, , , ,320006930
2931,广州,575,3, ,408,98, , , , , ,300336693
2932,广州,680,3, , , , , , , , ,300340627
2933,广州,598,3, , , , , , , , ,300583986
2934,广州,295,3, , , , , , , , ,300626511
2935,广州,615,6, , , , , , , , ,300560209
2936,广州,1445,2, ,321,89, , , , , ,300618111
2937,广州,755, , , , , , , , , ,300619275
2938,广州,699, , , , , , , , , ,300343691
2939,广州,532, , ,210,97, , , , , ,300626248
2940,广州,495,2,1人, , , , , , , ,300626508
2941,广州,1426,2, , , , , , , , ,300626369
2942,广州,499,2, , , , , , , , ,300623918
2943,广州,545,2, , , , , , , , ,300627616
2944,广州,365,16, , , , , , , , ,210892593
2945,广州,755,5, ,210,97,汽车/汽车, , , , ,300621161
2946,广州,838,5, , , , , , , , ,300612036
2947,广州,249,13, , , , , , , , ,210870834
2948,广州,410,4, , , ,汽车/汽车, , , , ,300596540
2949,广州,363,12, , , , , , , , ,210917020
2950,广州,1464,3, , , , , , , , ,210776124
2951,广州,3161,3, , , ,汽车/汽车, , , , ,210924688
2952,广州,1624,9, ,26,100, , , ,约3小时23分钟（行程内）,珠海,210761290
2953,广州,3015,9, , , , , , , , ,210677397
2954,广州,2887,1, , , , , , , , ,210995579
2955,广州,2570,1, , , , , , , , ,210761287
2956,广州,274,1, , , ,汽车/汽车, , , , ,210875984
2957,广州,2093,1, , , , , , , , ,210964780
2958,广州,1648, , , , , , , , , ,300626214
2959,广州,868, , , , , , , , , ,300626964
2960,广州,575, , , , , , , , , ,300626046
2961,广州,580, , ,159,83, , , , , ,300626408
2962,广州,848, , , , , , , , , ,300626388
2963,广州,588, , , , ,汽车/汽车, , , , ,300628380
2964,广州,482, , , , , , , , , ,300627004
2965,广州,388, , , , , , , , , ,300626804
2966,广州,505, , , , ,汽车/汽车, , , , ,300584343
2967,广州,578, , , , , , , , , ,300504962
2968,广州,525, , , , , , , , , ,300623797
2969,广州,366, , , , , , , , , ,300625472
2970,广州,448,1, , , , , ,3晚高档型, , ,300625474
2971,广州,806,1, , , , , , , , ,300625534
2972,广州,389,1, , , , , , , , ,300626215
2973,广州,372,1, , , , , , , , ,300626366
2974,广州,619,1, , , , , , , , ,300626393
2975,广州,523,7, ,33,100, , , , , ,300627658
2976,广州,722,7, , , , , , , , ,300625911
2977,广州,578,2, , , , , , , , ,300623822
2978,广州,1318, , , , , , , , , ,300625531
2979,广州,175, , , , , , , , , ,300627384
2980,广州,762, , , , , ,共4个, , , ,300627454
2981,广州,1098, , , , , , , , , ,300627621
2982,广州,675, , , , , , , , , ,300627631
